"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_t2g","sg_total"
"173",2016,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"174",2017,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"175",2018,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"176",2019,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"177",2016,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"178",2017,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"179",2018,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"180",2019,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"181",2016,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"182",2017,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"183",2018,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"184",2019,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"185",2016,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"186",2017,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"187",2018,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"188",2019,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"189",2016,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"190",2017,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"191",2018,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"192",2019,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"193",2016,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"194",2017,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"195",2018,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"196",2019,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"197",2016,"Chris Kirk","31",4,0,70.177,56,21.67,64.23,291.1,4.55,67.56,"2,189.167",28.14,63.91,0.87,1.186
"198",2017,"Chris Kirk","31",4,0,70.177,56,21.67,64.23,291.1,4.55,67.56,"2,189.167",28.14,63.91,0.87,1.186
"199",2018,"Chris Kirk","31",4,0,70.177,56,21.67,64.23,291.1,4.55,67.56,"2,189.167",28.14,63.91,0.87,1.186
"200",2019,"Chris Kirk","31",4,0,70.177,56,21.67,64.23,291.1,4.55,67.56,"2,189.167",28.14,63.91,0.87,1.186
"201",2016,"Christiaan Bezuidenhout","197",1,0,NA,NA,17.28,63.52,286,4.71,58.93,"844.917",28.18,62.32,0.051,0.73
"202",2017,"Christiaan Bezuidenhout","197",1,0,NA,NA,17.28,63.52,286,4.71,58.93,"844.917",28.18,62.32,0.051,0.73
"203",2018,"Christiaan Bezuidenhout","197",1,0,NA,NA,17.28,63.52,286,4.71,58.93,"844.917",28.18,62.32,0.051,0.73
"204",2019,"Christiaan Bezuidenhout","197",1,0,NA,NA,17.28,63.52,286,4.71,58.93,"844.917",28.18,62.32,0.051,0.73
"205",2016,"Collin Morikawa","10",4,1,70.653,49,24.14,70.03,293.9,4.55,71.98,"1,564.500",28.91,56.47,1.556,1.052
"206",2017,"Collin Morikawa","10",4,1,70.653,49,24.14,70.03,293.9,4.55,71.98,"1,564.500",28.91,56.47,1.556,1.052
"207",2018,"Collin Morikawa","10",4,1,70.653,49,24.14,70.03,293.9,4.55,71.98,"1,564.500",28.91,56.47,1.556,1.052
"208",2019,"Collin Morikawa","10",4,1,70.653,49,24.14,70.03,293.9,4.55,71.98,"1,564.500",28.91,56.47,1.556,1.052
"209",2016,"Corey Conners","T14",7,0,69.998,65,25.69,70,295.4,4.57,71.77,"2,109.083",29.29,58.1,1.298,1.563
"210",2017,"Corey Conners","T14",7,0,69.998,65,25.69,70,295.4,4.57,71.77,"2,109.083",29.29,58.1,1.298,1.563
"211",2018,"Corey Conners","T14",7,0,69.998,65,25.69,70,295.4,4.57,71.77,"2,109.083",29.29,58.1,1.298,1.563
"212",2019,"Corey Conners","T14",7,0,69.998,65,25.69,70,295.4,4.57,71.77,"2,109.083",29.29,58.1,1.298,1.563
"213",2016,"D.J. Trahan","157",0,0,71.524,42,21.31,56.46,292.4,4.52,64.55,"1,141.917",28.88,58.58,0.04,-0.256
"214",2017,"D.J. Trahan","157",0,0,71.524,42,21.31,56.46,292.4,4.52,64.55,"1,141.917",28.88,58.58,0.04,-0.256
"215",2018,"D.J. Trahan","157",0,0,71.524,42,21.31,56.46,292.4,4.52,64.55,"1,141.917",28.88,58.58,0.04,-0.256
"216",2019,"D.J. Trahan","157",0,0,71.524,42,21.31,56.46,292.4,4.52,64.55,"1,141.917",28.88,58.58,0.04,-0.256
"217",2016,"Daniel Berger","3",4,1,70.108,47,20,64.29,297.6,4.55,69.95,"1,680.583",28.64,60.92,0.808,1.379
"218",2017,"Daniel Berger","3",4,1,70.108,47,20,64.29,297.6,4.55,69.95,"1,680.583",28.64,60.92,0.808,1.379
"219",2018,"Daniel Berger","3",4,1,70.108,47,20,64.29,297.6,4.55,69.95,"1,680.583",28.64,60.92,0.808,1.379
"220",2019,"Daniel Berger","3",4,1,70.108,47,20,64.29,297.6,4.55,69.95,"1,680.583",28.64,60.92,0.808,1.379
"221",2016,"Danny Lee","178",0,0,72.209,40,18.06,55.78,300.9,4.7,62.22,"2,097.417",29.45,53.68,-0.059,-0.94
"222",2017,"Danny Lee","178",0,0,72.209,40,18.06,55.78,300.9,4.7,62.22,"2,097.417",29.45,53.68,-0.059,-0.94
"223",2018,"Danny Lee","178",0,0,72.209,40,18.06,55.78,300.9,4.7,62.22,"2,097.417",29.45,53.68,-0.059,-0.94
"224",2019,"Danny Lee","178",0,0,72.209,40,18.06,55.78,300.9,4.7,62.22,"2,097.417",29.45,53.68,-0.059,-0.94
"225",2016,"Danny Willett","60",2,0,71.087,33,22.64,58.35,295.2,4.41,59.76,"885.250",27.61,59.41,0.056,0.507
"226",2017,"Danny Willett","60",2,0,71.087,33,22.64,58.35,295.2,4.41,59.76,"885.250",27.61,59.41,0.056,0.507
"227",2018,"Danny Willett","60",2,0,71.087,33,22.64,58.35,295.2,4.41,59.76,"885.250",27.61,59.41,0.056,0.507
"228",2019,"Danny Willett","60",2,0,71.087,33,22.64,58.35,295.2,4.41,59.76,"885.250",27.61,59.41,0.056,0.507
"229",2016,"David Hearn","T165",1,0,71.637,42,21.85,68.6,275.4,4.76,62.7,"1,062.083",28.05,59.93,-1.276,-0.688
"230",2017,"David Hearn","T165",1,0,71.637,42,21.85,68.6,275.4,4.76,62.7,"1,062.083",28.05,59.93,-1.276,-0.688
"231",2018,"David Hearn","T165",1,0,71.637,42,21.85,68.6,275.4,4.76,62.7,"1,062.083",28.05,59.93,-1.276,-0.688
"232",2019,"David Hearn","T165",1,0,71.637,42,21.85,68.6,275.4,4.76,62.7,"1,062.083",28.05,59.93,-1.276,-0.688
"233",2016,"Denny McCarthy","67",3,0,70.744,58,22.92,64.6,295.8,4.64,65.42,"2,357.750",28.81,63.43,0.051,0.547
"234",2017,"Denny McCarthy","67",3,0,70.744,58,22.92,64.6,295.8,4.64,65.42,"2,357.750",28.81,63.43,0.051,0.547
"235",2018,"Denny McCarthy","67",3,0,70.744,58,22.92,64.6,295.8,4.64,65.42,"2,357.750",28.81,63.43,0.051,0.547
"236",2019,"Denny McCarthy","67",3,0,70.744,58,22.92,64.6,295.8,4.64,65.42,"2,357.750",28.81,63.43,0.051,0.547
"237",2016,"Doc Redman","145",2,0,71.457,46,16.95,60.63,294.9,4.59,66.06,"2,088.417",28.89,60.5,-0.224,-0.239
"238",2017,"Doc Redman","145",2,0,71.457,46,16.95,60.63,294.9,4.59,66.06,"2,088.417",28.89,60.5,-0.224,-0.239
"239",2018,"Doc Redman","145",2,0,71.457,46,16.95,60.63,294.9,4.59,66.06,"2,088.417",28.89,60.5,-0.224,-0.239
"240",2019,"Doc Redman","145",2,0,71.457,46,16.95,60.63,294.9,4.59,66.06,"2,088.417",28.89,60.5,-0.224,-0.239
"241",2016,"Doug Ghim","55",1,0,70.579,60,26.85,65.6,295.1,4.58,68.15,"2,055.083",28.65,63.66,1.078,0.876
"242",2017,"Doug Ghim","55",1,0,70.579,60,26.85,65.6,295.1,4.58,68.15,"2,055.083",28.65,63.66,1.078,0.876
"243",2018,"Doug Ghim","55",1,0,70.579,60,26.85,65.6,295.1,4.58,68.15,"2,055.083",28.65,63.66,1.078,0.876
"244",2019,"Doug Ghim","55",1,0,70.579,60,26.85,65.6,295.1,4.58,68.15,"2,055.083",28.65,63.66,1.078,0.876
"245",2016,"Dustin Johnson","4",4,1,69.805,37,22.58,59.45,312,4.57,68.95,"1,305.917",29.12,57.37,1.319,1.347
"246",2017,"Dustin Johnson","4",4,1,69.805,37,22.58,59.45,312,4.57,68.95,"1,305.917",29.12,57.37,1.319,1.347
"247",2018,"Dustin Johnson","4",4,1,69.805,37,22.58,59.45,312,4.57,68.95,"1,305.917",29.12,57.37,1.319,1.347
"248",2019,"Dustin Johnson","4",4,1,69.805,37,22.58,59.45,312,4.57,68.95,"1,305.917",29.12,57.37,1.319,1.347
"249",2016,"Dylan Frittelli","T132",2,0,71.729,50,22.39,50.63,309.9,4.69,64.37,"1,729.250",29.11,61.02,0.172,-0.33
"250",2017,"Dylan Frittelli","T132",2,0,71.729,50,22.39,50.63,309.9,4.69,64.37,"1,729.250",29.11,61.02,0.172,-0.33
"251",2018,"Dylan Frittelli","T132",2,0,71.729,50,22.39,50.63,309.9,4.69,64.37,"1,729.250",29.11,61.02,0.172,-0.33
"252",2019,"Dylan Frittelli","T132",2,0,71.729,50,22.39,50.63,309.9,4.69,64.37,"1,729.250",29.11,61.02,0.172,-0.33
"253",2016,"Emiliano Grillo","38",3,0,70.178,64,20,64.88,299.9,4.59,73.18,"1,714.583",29.3,61.49,0.833,0.82
"254",2017,"Emiliano Grillo","38",3,0,70.178,64,20,64.88,299.9,4.59,73.18,"1,714.583",29.3,61.49,0.833,0.82
"255",2018,"Emiliano Grillo","38",3,0,70.178,64,20,64.88,299.9,4.59,73.18,"1,714.583",29.3,61.49,0.833,0.82
"256",2019,"Emiliano Grillo","38",3,0,70.178,64,20,64.88,299.9,4.59,73.18,"1,714.583",29.3,61.49,0.833,0.82
"257",2016,"Erik van Rooyen","63",1,0,70.901,45,29.84,56.84,302,4.56,63.28,"1,818.500",28.41,57.93,0.278,0.511
"258",2017,"Erik van Rooyen","63",1,0,70.901,45,29.84,56.84,302,4.56,63.28,"1,818.500",28.41,57.93,0.278,0.511
"259",2018,"Erik van Rooyen","63",1,0,70.901,45,29.84,56.84,302,4.56,63.28,"1,818.500",28.41,57.93,0.278,0.511
"260",2019,"Erik van Rooyen","63",1,0,70.901,45,29.84,56.84,302,4.56,63.28,"1,818.500",28.41,57.93,0.278,0.511
"261",2016,"Fabián Gómez","182",0,0,71.97,37,13.98,63.23,282.9,4.73,61.41,"681.500",28.35,66.54,-0.217,-0.599
"262",2017,"Fabián Gómez","182",0,0,71.97,37,13.98,63.23,282.9,4.73,61.41,"681.500",28.35,66.54,-0.217,-0.599
"263",2018,"Fabián Gómez","182",0,0,71.97,37,13.98,63.23,282.9,4.73,61.41,"681.500",28.35,66.54,-0.217,-0.599
"264",2019,"Fabián Gómez","182",0,0,71.97,37,13.98,63.23,282.9,4.73,61.41,"681.500",28.35,66.54,-0.217,-0.599
"265",2016,"Francesco Molinari","T152",3,0,71.216,32,20.45,61.04,292.8,4.64,63.02,"1,023.833",28.63,60.56,0.623,0.621
"266",2017,"Francesco Molinari","T152",3,0,71.216,32,20.45,61.04,292.8,4.64,63.02,"1,023.833",28.63,60.56,0.623,0.621
"267",2018,"Francesco Molinari","T152",3,0,71.216,32,20.45,61.04,292.8,4.64,63.02,"1,023.833",28.63,60.56,0.623,0.621
"268",2019,"Francesco Molinari","T152",3,0,71.216,32,20.45,61.04,292.8,4.64,63.02,"1,023.833",28.63,60.56,0.623,0.621
"269",2016,"Gary Woodland","171",1,0,71.927,36,19.51,53.97,308.4,4.69,62.35,"1,514.250",29.08,53.28,-0.074,-0.381
"270",2017,"Gary Woodland","171",1,0,71.927,36,19.51,53.97,308.4,4.69,62.35,"1,514.250",29.08,53.28,-0.074,-0.381
"271",2018,"Gary Woodland","171",1,0,71.927,36,19.51,53.97,308.4,4.69,62.35,"1,514.250",29.08,53.28,-0.074,-0.381
"272",2019,"Gary Woodland","171",1,0,71.927,36,19.51,53.97,308.4,4.69,62.35,"1,514.250",29.08,53.28,-0.074,-0.381
"273",2016,"Graeme McDowell","207",1,0,71.611,36,19.19,59.6,286.9,4.54,60.03,"1,162.250",28.5,62.93,-0.855,-0.889
"274",2017,"Graeme McDowell","207",1,0,71.611,36,19.19,59.6,286.9,4.54,60.03,"1,162.250",28.5,62.93,-0.855,-0.889
"275",2018,"Graeme McDowell","207",1,0,71.611,36,19.19,59.6,286.9,4.54,60.03,"1,162.250",28.5,62.93,-0.855,-0.889
"276",2019,"Graeme McDowell","207",1,0,71.611,36,19.19,59.6,286.9,4.54,60.03,"1,162.250",28.5,62.93,-0.855,-0.889
"277",2016,"Grayson Murray","161",1,0,72.642,38,18.12,53.02,309.4,4.63,63.6,"1,040.250",29.13,49.8,-0.686,-1.386
"278",2017,"Grayson Murray","161",1,0,72.642,38,18.12,53.02,309.4,4.63,63.6,"1,040.250",29.13,49.8,-0.686,-1.386
"279",2018,"Grayson Murray","161",1,0,72.642,38,18.12,53.02,309.4,4.63,63.6,"1,040.250",29.13,49.8,-0.686,-1.386
"280",2019,"Grayson Murray","161",1,0,72.642,38,18.12,53.02,309.4,4.63,63.6,"1,040.250",29.13,49.8,-0.686,-1.386
"281",2016,"Hank Lebioda","162",0,0,71.562,40,19.8,57.32,292.7,4.49,67.08,"827.500",29.33,64.14,-0.269,-0.492
"282",2017,"Hank Lebioda","162",0,0,71.562,40,19.8,57.32,292.7,4.49,67.08,"827.500",29.33,64.14,-0.269,-0.492
"283",2018,"Hank Lebioda","162",0,0,71.562,40,19.8,57.32,292.7,4.49,67.08,"827.500",29.33,64.14,-0.269,-0.492
"284",2019,"Hank Lebioda","162",0,0,71.562,40,19.8,57.32,292.7,4.49,67.08,"827.500",29.33,64.14,-0.269,-0.492
"285",2016,"Harold Varner III","69",1,0,70.811,52,24.09,59.81,302.1,4.63,67.09,"1,949.583",29.17,59.09,0.948,0.989
"286",2017,"Harold Varner III","69",1,0,70.811,52,24.09,59.81,302.1,4.63,67.09,"1,949.583",29.17,59.09,0.948,0.989
"287",2018,"Harold Varner III","69",1,0,70.811,52,24.09,59.81,302.1,4.63,67.09,"1,949.583",29.17,59.09,0.948,0.989
"288",2019,"Harold Varner III","69",1,0,70.811,52,24.09,59.81,302.1,4.63,67.09,"1,949.583",29.17,59.09,0.948,0.989
"289",2016,"Harris English","T49",5,1,70.582,51,28.32,65.92,297.2,4.49,66.44,"1,695.917",28.35,65.52,0.162,0.559
"290",2017,"Harris English","T49",5,1,70.582,51,28.32,65.92,297.2,4.49,66.44,"1,695.917",28.35,65.52,0.162,0.559
"291",2018,"Harris English","T49",5,1,70.582,51,28.32,65.92,297.2,4.49,66.44,"1,695.917",28.35,65.52,0.162,0.559
"292",2019,"Harris English","T49",5,1,70.582,51,28.32,65.92,297.2,4.49,66.44,"1,695.917",28.35,65.52,0.162,0.559
"293",2016,"Harry Higgs","61",1,0,71.186,48,31.65,56.29,298.8,4.54,65.97,"2,050.750",28.35,56.12,0.157,0.342
"294",2017,"Harry Higgs","61",1,0,71.186,48,31.65,56.29,298.8,4.54,65.97,"2,050.750",28.35,56.12,0.157,0.342
"295",2018,"Harry Higgs","61",1,0,71.186,48,31.65,56.29,298.8,4.54,65.97,"2,050.750",28.35,56.12,0.157,0.342
"296",2019,"Harry Higgs","61",1,0,71.186,48,31.65,56.29,298.8,4.54,65.97,"2,050.750",28.35,56.12,0.157,0.342
"297",2016,"Henrik Norlander","120",2,0,71.509,54,23.24,65.38,297.6,4.59,69.44,"2,110.250",29.7,59.26,0.444,-0.053
"298",2017,"Henrik Norlander","120",2,0,71.509,54,23.24,65.38,297.6,4.59,69.44,"2,110.250",29.7,59.26,0.444,-0.053
"299",2018,"Henrik Norlander","120",2,0,71.509,54,23.24,65.38,297.6,4.59,69.44,"2,110.250",29.7,59.26,0.444,-0.053
"300",2019,"Henrik Norlander","120",2,0,71.509,54,23.24,65.38,297.6,4.59,69.44,"2,110.250",29.7,59.26,0.444,-0.053
"301",2016,"Henrik Stenson","177",0,0,72.029,33,13.33,67.61,282.2,4.63,60.94,"1,045.917",28.73,59.48,-0.357,-1.308
"302",2017,"Henrik Stenson","177",0,0,72.029,33,13.33,67.61,282.2,4.63,60.94,"1,045.917",28.73,59.48,-0.357,-1.308
"303",2018,"Henrik Stenson","177",0,0,72.029,33,13.33,67.61,282.2,4.63,60.94,"1,045.917",28.73,59.48,-0.357,-1.308
"304",2019,"Henrik Stenson","177",0,0,72.029,33,13.33,67.61,282.2,4.63,60.94,"1,045.917",28.73,59.48,-0.357,-1.308
"305",2016,"Hideki Matsuyama","T49",2,1,70.488,61,20.98,61.63,296.8,4.51,67.34,"2,564.167",28.81,61,1.028,0.732
"306",2017,"Hideki Matsuyama","T49",2,1,70.488,61,20.98,61.63,296.8,4.51,67.34,"2,564.167",28.81,61,1.028,0.732
"307",2018,"Hideki Matsuyama","T49",2,1,70.488,61,20.98,61.63,296.8,4.51,67.34,"2,564.167",28.81,61,1.028,0.732
"308",2019,"Hideki Matsuyama","T49",2,1,70.488,61,20.98,61.63,296.8,4.51,67.34,"2,564.167",28.81,61,1.028,0.732
"309",2016,"Hudson Swafford","T117",2,1,72.328,46,23.13,62.85,301.2,4.59,66.43,"1,452.167",29.61,51.8,-1.522,-1.658
"310",2017,"Hudson Swafford","T117",2,1,72.328,46,23.13,62.85,301.2,4.59,66.43,"1,452.167",29.61,51.8,-1.522,-1.658
"311",2018,"Hudson Swafford","T117",2,1,72.328,46,23.13,62.85,301.2,4.59,66.43,"1,452.167",29.61,51.8,-1.522,-1.658
"312",2019,"Hudson Swafford","T117",2,1,72.328,46,23.13,62.85,301.2,4.59,66.43,"1,452.167",29.61,51.8,-1.522,-1.658
"313",2016,"Hunter Mahan","181",0,0,73.576,42,12.73,54.95,296.1,4.75,57.28,"1,652.750",28.64,53.87,-2.571,-2.232
"314",2017,"Hunter Mahan","181",0,0,73.576,42,12.73,54.95,296.1,4.75,57.28,"1,652.750",28.64,53.87,-2.571,-2.232
"315",2018,"Hunter Mahan","181",0,0,73.576,42,12.73,54.95,296.1,4.75,57.28,"1,652.750",28.64,53.87,-2.571,-2.232
"316",2019,"Hunter Mahan","181",0,0,73.576,42,12.73,54.95,296.1,4.75,57.28,"1,652.750",28.64,53.87,-2.571,-2.232
"317",2016,"Ian Poulter","163",1,0,71.102,38,17.58,66.81,284.1,4.69,61.6,"1,036.167",28.29,66.38,-0.591,0.107
"318",2017,"Ian Poulter","163",1,0,71.102,38,17.58,66.81,284.1,4.69,61.6,"1,036.167",28.29,66.38,-0.591,0.107
"319",2018,"Ian Poulter","163",1,0,71.102,38,17.58,66.81,284.1,4.69,61.6,"1,036.167",28.29,66.38,-0.591,0.107
"320",2019,"Ian Poulter","163",1,0,71.102,38,17.58,66.81,284.1,4.69,61.6,"1,036.167",28.29,66.38,-0.591,0.107
"321",2016,"J.B. Holmes","198",0,0,72.491,30,21.9,42.62,305.9,4.57,60.74,"1,174.083",28.87,53.3,-0.699,-0.931
"322",2017,"J.B. Holmes","198",0,0,72.491,30,21.9,42.62,305.9,4.57,60.74,"1,174.083",28.87,53.3,-0.699,-0.931
"323",2018,"J.B. Holmes","198",0,0,72.491,30,21.9,42.62,305.9,4.57,60.74,"1,174.083",28.87,53.3,-0.699,-0.931
"324",2019,"J.B. Holmes","198",0,0,72.491,30,21.9,42.62,305.9,4.57,60.74,"1,174.083",28.87,53.3,-0.699,-0.931
"325",2016,"J.J. Spaun","193",1,0,72.306,40,20.34,68.21,285.4,4.56,66.25,"819.583",29.43,58.85,-0.464,-0.759
"326",2017,"J.J. Spaun","193",1,0,72.306,40,20.34,68.21,285.4,4.56,66.25,"819.583",29.43,58.85,-0.464,-0.759
"327",2018,"J.J. Spaun","193",1,0,72.306,40,20.34,68.21,285.4,4.56,66.25,"819.583",29.43,58.85,-0.464,-0.759
"328",2019,"J.J. Spaun","193",1,0,72.306,40,20.34,68.21,285.4,4.56,66.25,"819.583",29.43,58.85,-0.464,-0.759
"329",2016,"J.T. Poston","66",1,0,71.04,51,24.16,53.59,301.2,4.58,62.38,"2,487.667",28.56,55.69,-0.595,0.289
"330",2017,"J.T. Poston","66",1,0,71.04,51,24.16,53.59,301.2,4.58,62.38,"2,487.667",28.56,55.69,-0.595,0.289
"331",2018,"J.T. Poston","66",1,0,71.04,51,24.16,53.59,301.2,4.58,62.38,"2,487.667",28.56,55.69,-0.595,0.289
"332",2019,"J.T. Poston","66",1,0,71.04,51,24.16,53.59,301.2,4.58,62.38,"2,487.667",28.56,55.69,-0.595,0.289
"333",2016,"James Hahn","39",4,0,70.676,44,19.42,64.22,299.4,4.59,70.58,"1,699.917",28.89,61.37,-0.084,0.472
"334",2017,"James Hahn","39",4,0,70.676,44,19.42,64.22,299.4,4.59,70.58,"1,699.917",28.89,61.37,-0.084,0.472
"335",2018,"James Hahn","39",4,0,70.676,44,19.42,64.22,299.4,4.59,70.58,"1,699.917",28.89,61.37,-0.084,0.472
"336",2019,"James Hahn","39",4,0,70.676,44,19.42,64.22,299.4,4.59,70.58,"1,699.917",28.89,61.37,-0.084,0.472
"337",2016,"Jamie Lovemark","179",0,0,72.116,34,20.39,48.94,302.4,4.73,62.75,"1,134.833",28.71,60.53,-0.785,-1.451
"338",2017,"Jamie Lovemark","179",0,0,72.116,34,20.39,48.94,302.4,4.73,62.75,"1,134.833",28.71,60.53,-0.785,-1.451
"339",2018,"Jamie Lovemark","179",0,0,72.116,34,20.39,48.94,302.4,4.73,62.75,"1,134.833",28.71,60.53,-0.785,-1.451
"340",2019,"Jamie Lovemark","179",0,0,72.116,34,20.39,48.94,302.4,4.73,62.75,"1,134.833",28.71,60.53,-0.785,-1.451
"341",2016,"Jason Day","142",2,0,70.847,48,17.7,60.61,300.3,4.65,66.3,"1,916.083",29.24,61.17,0.743,0.811
"342",2017,"Jason Day","142",2,0,70.847,48,17.7,60.61,300.3,4.65,66.3,"1,916.083",29.24,61.17,0.743,0.811
"343",2018,"Jason Day","142",2,0,70.847,48,17.7,60.61,300.3,4.65,66.3,"1,916.083",29.24,61.17,0.743,0.811
